10000
3391
28.10.23.13 09.12.04.38
12.09.18.56 23.09.17.01
30.04.04.02 25.07.20.55
15.03.07.05 03.05.13.45
15.10.06.56 05.12.19.37
29.01.16.51 17.05.14.56
15.10.09.40 07.12.17.16
28.12.12.03 30.12.05.04
18.03.10.47 19.04.18.36
30.12.22.12 30.12.23.46
24.01.04.48 30.02.15.25
03.01.03.36 29.10.07.46
20.06.02.45 22.11.17.59
06.09.00.15 24.10.20.30
23.06.11.39 03.12.06.46
03.04.06.52 15.12.02.17
25.09.15.36 27.12.13.39
30.03.08.01 24.08.07.28
27.10.13.36 21.12.20.58
04.08.15.00 08.09.09.13
08.09.09.07 17.11.23.54
01.12.04.09 24.12.03.44
10.07.21.38 22.07.16.19
22.03.09.11 24.07.23.33
15.08.03.58 05.11.03.49
09.09.14.57 28.10.15.26
13.05.17.47 23.08.22.11
21.12.16.33 29.12.22.35
13.02.16.14 04.09.18.07
06.11.23.50 14.11.16.43
26.02.17.28 13.04.03.10
09.08.13.54 19.08.04.41
11.02.23.16 24.09.09.13
20.02.08.24 22.09.00.10
07.03.18.08 04.09.11.59
10.09.10.23 01.10.10.47
07.10.04.18 23.12.10.32
13.12.00.11 14.12.07.06
20.09.20.13 29.11.16.48
27.06.09.37 07.11.20.38
13.01.19.04 27.05.00.14
21.12.17.54 28.12.11.51
05.03.21.40 16.07.09.07
29.01.07.00 23.11.17.47
21.06.10.36 28.08.05.05
04.12.17.03 22.12.04.55
23.03.08.26 04.11.11.50
17.04.13.40 13.11.10.04
14.09.13.59 14.10.05.15
26.07.08.23 06.11.06.41
04.03.20.53 05.07.05.47
18.12.01.18 23.12.03.11
14.12.04.40 26.12.00.11
30.03.08.26 11.05.20.14
17.07.01.00 16.12.23.51
23.05.06.14 09.08.03.35
24.08.07.29 09.12.23.28
08.04.00.13 27.11.18.12
05.01.06.07 13.10.02.09
19.03.06.42 11.04.18.30
17.12.18.31 19.12.06.30
03.03.09.59 15.06.22.13
12.01.15.50 26.04.15.21
19.06.19.24 09.08.16.53
20.10.00.11 28.10.14.34
12.11.00.50 30.11.16.03
17.01.09.31 12.04.05.21
01.09.09.26 30.11.23.51
13.08.08.07 11.10.21.51
12.09.03.21 29.12.14.55
14.02.15.49 24.12.17.47
24.08.08.58 12.09.18.55
21.07.18.45 22.10.17.47
22.07.16.16 08.09.20.45
06.01.18.30 16.06.11.47
16.04.05.29 19.10.01.54
24.10.21.57 11.11.04.23
29.02.01.24 25.05.20.30
05.07.05.37 14.08.11.20
29.07.04.20 07.08.18.51
09.06.01.03 04.07.18.46
08.07.04.01 20.09.04.35
24.01.20.08 25.11.12.45
26.05.21.40 04.11.20.55
17.08.17.04 04.12.10.15
04.03.17.01 15.03.08.46
04.01.13.55 21.12.19.38
11.08.05.28 25.09.12.32
21.11.15.01 26.12.20.32
15.12.10.46 20.12.11.28
21.04.04.39 26.10.18.49
26.06.21.09 08.10.02.39
08.02.21.03 13.03.04.01
05.03.09.59 30.05.00.58
26.10.13.53 07.12.01.59
15.01.23.21 21.05.04.40
26.06.06.36 14.08.01.46
03.09.11.21 09.09.11.45
04.08.09.59 26.08.10.57
08.12.22.14 14.12.19.28
10.07.08.42 25.08.21.01
29.09.16.03 17.12.05.21
12.04.04.58 06.06.23.25
18.08.18.45 20.10.00.19
19.11.07.57 02.12.23.54
19.03.15.15 16.12.07.17
16.03.09.02 21.08.22.37
01.09.17.49 26.12.10.11
23.10.15.53 10.11.15.51
17.03.20.49 27.08.03.10
14.06.11.22 03.08.01.21
04.06.13.55 15.07.22.29
21.09.10.50 15.12.11.42
02.10.05.32 24.11.21.42
27.01.21.14 16.12.04.11
23.08.11.33 06.12.17.48
24.03.11.18 27.03.02.48
11.12.06.25 15.12.16.16
15.05.01.16 15.06.05.20
20.03.05.33 20.06.00.51
05.03.01.25 30.10.03.49
19.10.12.05 23.10.21.38
03.01.12.25 04.09.00.16
21.09.02.25 05.12.14.02
30.08.13.10 08.09.01.32
04.03.13.28 16.03.02.27
20.08.02.04 04.09.23.31
29.10.11.29 11.11.03.31
20.02.08.40 01.06.09.46
25.12.23.25 27.12.03.49
15.06.22.19 21.12.20.33
04.11.20.21 02.12.10.39
25.07.17.20 12.08.14.34
27.01.11.54 22.07.20.40
11.05.11.36 27.10.23.28
19.01.20.40 02.02.07.03
13.04.18.01 26.10.17.48
29.09.09.51 22.12.05.36
28.09.04.15 08.10.13.49
23.11.04.12 11.12.23.07
04.11.16.24 21.11.14.45
05.09.16.23 20.09.01.02
29.03.05.42 07.04.19.52
05.03.23.22 06.06.03.00
21.08.13.47 19.11.20.04
19.04.20.11 24.11.14.24
07.01.12.16 15.10.11.58
11.10.13.56 04.11.15.50
18.07.07.27 17.08.09.58
30.10.05.00 10.12.12.46
08.10.12.49 14.12.22.02
22.05.19.28 13.08.11.59
09.01.15.38 28.11.13.59
25.02.06.03 12.08.23.41
11.08.15.47 16.10.21.57
01.01.10.22 16.07.22.56
07.02.16.52 30.07.21.23
01.08.01.19 03.11.08.31
09.12.14.48 13.12.19.30
29.09.22.53 01.11.18.05
01.06.06.10 18.12.12.18
27.09.19.58 18.10.18.34
06.07.06.56 09.12.03.14
03.09.05.38 28.11.07.47
30.07.22.14 15.08.15.30
20.02.21.03 17.11.13.45
07.07.00.11 15.07.22.36
28.05.23.52 05.09.03.32
04.04.03.25 07.10.05.08
06.11.04.21 10.11.15.19
28.02.20.38 21.12.10.55
24.08.17.00 13.11.16.11
16.04.07.05 02.08.09.24
09.09.02.20 03.12.05.32
02.11.06.20 26.11.05.44
10.05.13.36 08.09.17.11
10.10.21.14 18.12.22.05
20.06.21.02 19.12.13.12
21.02.13.58 26.07.21.02
16.05.02.45 19.07.16.46
20.04.16.20 21.07.21.42
09.12.19.10 18.12.13.41
06.05.20.54 28.12.09.57
07.12.04.25 20.12.03.14
09.08.22.39 14.10.11.24
13.07.14.58 09.09.23.30
07.09.07.29 19.10.21.12
30.08.23.02 02.11.17.11
21.02.05.02 26.02.07.22
17.05.03.38 05.09.15.29
05.06.12.14 14.11.22.50
02.07.13.34 02.08.23.27
15.05.22.44 06.07.07.33
08.05.15.04 14.05.06.08
18.09.23.24 28.11.04.35
15.04.19.36 15.11.21.45
26.02.18.47 14.11.12.25
10.10.18.02 29.11.07.01
05.12.18.18 14.12.12.19
23.04.13.02 04.05.11.30
02.09.08.18 15.12.20.30
04.05.22.38 04.10.18.09
27.06.07.32 13.12.13.47
14.06.18.29 23.08.03.10
19.05.22.28 10.06.15.33
01.11.04.40 04.12.23.54
19.11.11.51 30.12.19.05
28.04.09.45 22.12.15.56
18.12.03.23 19.12.22.47
11.01.07.35 25.04.00.56
17.12.14.53 22.12.00.12
19.01.04.37 10.07.16.16
19.08.09.00 13.09.01.37
11.04.18.54 26.04.03.34
15.06.18.07 23.07.23.02
21.11.12.40 08.12.07.45
03.05.00.54 18.11.10.49
04.02.15.11 09.08.04.47
09.10.02.18 19.12.16.27
18.02.14.10 01.03.09.07
30.04.01.09 29.05.00.18
07.10.12.24 22.11.08.42
15.04.01.30 15.08.00.07
15.09.06.37 24.11.15.09
05.12.16.38 30.12.10.16
24.12.11.58 27.12.00.28
20.08.06.56 04.09.11.42
09.07.23.42 11.09.03.42
24.01.22.20 08.11.10.49
13.11.01.59 28.11.18.13
01.01.14.48 15.06.11.33
03.04.07.36 19.06.09.37
05.11.20.48 10.12.16.09
25.07.11.50 14.10.19.06
17.06.13.55 24.08.04.12
19.04.03.09 22.08.23.40
12.04.17.51 29.11.00.36
06.12.10.31 23.12.02.12
02.11.06.32 13.12.05.49
07.06.05.03 12.06.00.41
27.06.15.37 20.11.16.29
25.01.23.00 29.06.17.02
07.08.13.31 12.08.17.16
15.04.17.45 03.09.05.28
17.12.17.50 28.12.15.13
13.07.02.34 23.12.13.21
06.06.16.04 25.09.05.38
08.02.07.53 05.11.15.44
01.12.10.40 16.12.16.13
01.04.20.38 01.11.15.41
14.04.08.30 15.10.22.37
12.02.05.08 26.07.23.38
29.04.20.41 19.08.13.33
20.12.03.52 24.12.16.53
08.04.13.31 11.12.04.47
16.06.19.28 08.09.06.43
03.07.04.00 21.11.23.02
23.03.08.28 20.12.17.53
28.03.16.33 19.09.07.21
06.11.03.46 04.12.12.15
17.06.16.17 08.12.08.29
05.05.00.33 28.09.00.19
22.07.18.17 27.08.12.01
07.06.22.35 29.09.00.35
11.03.05.56 23.09.20.51
19.05.02.57 25.12.07.46
11.03.09.39 14.06.00.06
02.04.13.37 06.08.19.14
06.07.14.21 17.07.20.16
15.05.04.45 27.10.08.04
27.09.20.09 03.11.18.27
23.11.07.11 26.12.01.08
02.10.01.14 11.12.20.54
01.04.00.12 04.09.04.38
28.02.22.43 06.03.09.48
29.11.13.13 04.12.08.41
02.02.11.19 09.05.10.58
12.04.08.27 24.09.13.04
17.09.01.01 18.09.01.05
06.10.02.10 02.11.18.29
03.01.06.50 23.08.18.44
22.10.08.07 10.11.03.03
08.10.07.55 28.12.03.02
15.08.00.50 22.08.22.57
05.04.19.07 07.06.03.27
06.08.18.47 07.08.19.34
21.08.00.00 13.09.15.20
23.09.00.23 22.12.06.20
11.10.07.46 12.11.16.55
27.11.01.29 27.12.10.05
25.03.00.14 26.07.23.04
06.09.04.27 18.11.19.01
30.09.14.57 03.10.18.19
03.03.16.52 11.03.09.44
24.01.05.01 11.02.05.25
21.02.02.10 24.08.08.06
28.03.16.59 22.08.08.21
25.07.20.28 04.09.13.19
06.05.03.56 15.09.15.23
25.06.12.12 27.06.14.20
23.01.22.46 05.05.23.19
15.02.05.38 24.03.13.54
11.02.09.35 15.12.07.39
26.10.03.45 12.11.11.08
29.03.10.39 28.06.16.33
03.09.21.28 21.10.02.50
29.02.04.59 23.10.08.59
21.09.20.46 09.10.11.46
13.10.12.55 03.12.12.40
23.05.15.28 29.12.01.22
03.03.08.06 13.12.09.42
03.01.08.38 06.10.11.29
21.03.16.46 16.08.00.08
15.05.23.54 23.07.05.52
24.08.20.07 30.09.18.23
23.06.16.06 14.08.23.17
12.01.15.20 09.03.11.12
03.02.22.52 25.12.12.15
17.06.21.20 14.10.05.14
15.12.23.04 28.12.23.05
21.12.16.35 25.12.03.07
22.02.16.01 17.04.03.12
22.04.06.50 28.05.20.03
27.10.03.58 19.12.16.08
29.09.06.16 28.10.23.41
11.10.11.15 16.10.08.33
05.11.22.17 24.11.13.07
19.11.16.12 01.12.02.50
29.06.18.05 23.09.19.55
26.07.03.52 14.12.04.29
19.05.15.31 17.06.13.05
04.04.22.52 29.07.16.23
29.06.15.40 01.08.15.51
08.01.05.47 07.07.20.40
09.10.15.04 25.11.10.46
08.01.04.22 23.09.08.01
07.02.07.39 08.06.15.48
05.04.07.21 18.09.17.54
09.03.01.41 14.07.05.29
14.12.08.59 25.12.00.32
08.07.06.31 14.09.04.13
09.04.00.27 07.10.18.27
05.02.19.00 27.11.21.25
18.11.20.11 21.12.06.37
14.06.10.55 06.10.17.39
19.02.03.43 03.04.15.00
30.06.02.20 02.09.19.35
14.12.19.46 23.12.23.14
25.04.21.52 09.10.22.02
23.01.13.13 13.07.19.38
09.12.18.15 10.12.21.19
15.03.15.11 29.07.04.34
18.04.00.42 05.05.20.53
23.03.14.09 10.04.03.52
26.08.22.40 26.10.22.24
13.08.04.35 20.09.19.13
08.10.22.52 20.10.22.01
25.05.00.25 22.07.20.30
08.05.18.00 30.06.09.05
06.09.10.24 14.10.03.19
27.04.04.16 22.11.03.41
21.10.11.38 27.12.15.18
17.06.02.09 08.08.14.46
05.10.11.43 23.11.11.03
13.09.15.01 17.10.05.17
25.02.11.38 30.09.07.52
02.10.03.51 11.11.12.39
13.01.18.53 27.03.09.04
02.12.17.45 20.12.19.13
03.04.23.00 15.09.06.26
06.04.13.16 12.06.15.55
17.08.16.01 16.09.19.18
08.02.21.09 22.09.02.36
01.09.03.32 20.10.10.36
10.02.11.36 22.06.12.04
17.01.03.01 10.06.02.44
13.02.08.16 04.12.08.01
26.01.12.04 09.06.13.05
16.05.19.46 02.07.00.23
14.09.02.55 29.11.09.28
08.05.01.02 02.06.13.49
21.03.23.39 13.12.20.48
12.04.01.05 07.12.17.45
09.02.04.37 29.11.05.14
10.01.11.42 02.08.13.11
28.10.11.59 20.11.23.33
02.08.02.50 16.09.14.59
05.09.12.53 20.11.15.48
01.10.17.34 14.12.20.52
22.12.12.58 24.12.05.00
08.12.01.34 26.12.09.15
20.08.21.59 27.11.08.15
03.08.23.05 07.11.02.11
02.11.04.11 07.11.08.07
11.12.13.17 15.12.14.59
20.05.22.54 03.11.18.59
24.09.07.30 28.10.19.10
09.10.19.38 01.12.08.41
14.05.22.07 24.10.17.22
16.11.08.04 19.12.10.40
17.03.15.53 30.12.00.38
17.10.18.21 02.11.15.20
17.06.04.12 30.12.03.03
20.10.16.59 22.11.21.36
03.10.15.49 02.11.02.48
29.08.11.03 22.10.01.50
02.02.23.34 13.07.09.12
22.08.08.16 28.09.00.00
09.01.15.52 06.08.00.05
21.06.08.28 21.06.21.09
02.10.14.49 11.12.19.14
15.06.15.01 01.12.08.29
16.01.09.20 09.12.21.21
25.11.23.09 30.12.06.19
04.05.06.31 23.10.20.39
23.07.10.13 01.09.03.37
11.10.16.08 28.11.23.21
21.02.03.00 10.09.12.39
15.11.09.20 28.12.19.28
10.11.06.44 18.11.10.26
17.03.16.05 24.05.03.43
10.02.01.41 28.11.12.14
29.04.14.04 16.11.02.21
13.03.05.06 01.12.13.47
04.06.18.25 15.11.00.33
22.11.19.41 29.11.13.27
27.03.14.42 17.04.18.52
28.05.13.57 01.10.04.46
06.11.16.54 19.12.19.48
25.02.22.53 09.04.06.25
06.05.05.43 24.12.14.41
23.01.11.04 23.08.04.00
20.12.01.05 22.12.19.14
20.12.02.46 25.12.03.46
26.12.07.22 28.12.15.54
15.01.19.05 28.05.19.48
15.10.20.46 30.10.19.55
09.09.17.37 20.11.01.24
07.06.15.28 22.06.19.24
22.08.18.56 13.09.15.47
09.02.14.49 04.09.08.48
26.01.03.53 03.02.03.57
18.07.19.49 08.11.20.43
01.04.11.58 18.11.08.59
25.07.02.59 25.11.09.03
22.10.08.45 27.10.17.08
18.04.09.13 23.06.09.24
12.06.10.16 29.12.00.53
05.07.10.24 06.08.20.36
23.05.03.07 08.12.17.33
11.11.16.12 17.12.19.53
05.04.13.13 19.09.11.37
03.09.12.04 25.10.00.57
23.06.11.46 20.11.07.07
30.04.09.36 24.08.13.44
28.11.05.56 05.12.03.50
11.05.04.58 15.07.20.43
04.01.05.41 25.02.07.22
14.07.02.55 10.12.17.40
09.06.02.27 13.08.23.33
10.02.08.58 26.04.17.52
07.08.08.36 24.10.02.52
14.07.20.16 08.11.19.17
15.10.06.19 10.11.19.50
27.08.00.07 10.10.05.32
25.02.09.41 21.12.06.40
21.05.20.49 18.08.04.46
09.01.14.04 17.12.20.56
23.03.08.13 18.07.01.31
26.07.19.41 27.09.03.19
22.01.04.56 17.09.07.20
07.11.06.39 16.12.12.21
17.03.22.10 08.11.17.13
11.01.14.58 04.12.22.04
13.10.23.19 16.11.13.57
09.10.08.09 18.12.04.24
09.07.03.45 05.09.23.26
26.03.19.48 30.10.11.46
15.12.12.03 26.12.19.13
28.10.00.10 25.11.19.19
07.02.15.59 15.08.14.05
24.04.19.06 17.05.19.55
03.07.16.21 06.09.22.24
04.08.12.00 01.12.12.34
11.10.22.52 16.12.16.19
25.07.17.39 09.09.07.58
15.10.18.24 22.12.16.04
05.06.07.41 10.12.09.56
10.05.21.43 25.08.05.44
20.01.05.43 11.06.05.10
06.03.21.57 19.10.04.01
04.08.16.33 21.10.02.00
08.10.17.51 10.10.12.02
07.09.02.50 20.09.08.52
15.09.13.38 27.11.09.56
02.01.23.03 24.07.01.02
13.02.11.02 08.09.07.08
27.03.09.03 06.08.04.27
10.04.16.05 23.09.15.36
23.09.00.11 03.12.15.53
21.04.21.02 27.10.00.59
14.01.12.35 24.07.11.50
26.10.04.43 21.12.08.57
23.04.23.16 10.07.11.10
14.02.19.05 08.03.13.48
14.04.15.44 28.04.20.29
11.07.16.16 21.09.01.31
06.08.20.50 24.10.19.21
15.02.07.52 24.06.04.27
20.06.20.14 07.10.23.35
28.10.07.53 25.12.05.53
18.09.08.57 07.10.11.05
23.11.09.41 20.12.15.52
01.02.08.26 15.07.13.23
28.03.20.34 24.06.21.03
08.12.11.44 13.12.11.28
28.08.18.46 13.09.04.54
26.08.07.23 11.10.10.20
25.05.14.33 15.10.08.49
28.03.08.25 24.04.08.14
05.03.00.16 19.05.16.11
01.07.23.54 18.10.10.41
16.11.07.15 30.11.09.13
07.02.08.59 23.11.17.26
08.09.14.13 15.12.14.15
18.10.06.22 10.11.13.48
19.04.07.08 23.06.22.24
18.02.18.23 22.05.11.39
30.04.11.47 12.05.21.11
05.04.11.23 10.04.07.35
27.07.14.29 26.10.13.04
16.09.11.41 01.11.01.15
13.03.07.06 25.07.09.32
06.07.09.55 11.09.19.11
19.09.14.01 25.12.06.15
06.07.22.13 18.10.06.53
16.11.02.53 13.12.22.08
03.12.04.20 09.12.16.52
09.01.05.33 18.11.04.31
15.05.23.46 18.10.21.48
10.05.02.05 16.07.22.45
29.08.13.01 20.10.14.37
24.10.12.35 25.10.02.50
28.11.06.12 30.12.04.19
19.09.10.51 29.12.15.34
21.03.01.42 07.10.01.20
13.12.03.36 14.12.20.13
30.04.16.44 06.07.15.10
22.07.13.56 05.12.10.37
17.09.14.36 09.11.00.30
13.03.13.46 21.10.01.43
22.10.02.13 02.12.03.13
28.12.19.02 30.12.10.59
28.01.21.30 13.10.11.50
13.03.03.58 15.09.02.53
23.06.17.33 27.08.13.02
03.11.15.23 06.12.07.34
05.04.11.20 27.04.07.51
01.04.15.16 03.04.00.41
11.11.16.20 17.11.12.55
30.11.09.31 27.12.10.25
12.04.07.34 11.10.03.16
17.10.06.40 15.12.23.28
26.10.11.26 17.11.08.47
04.10.21.59 23.12.08.40
07.12.03.38 08.12.13.08
08.09.22.22 07.11.01.19
11.02.19.32 07.07.05.38
19.03.18.31 28.07.09.42
30.03.18.54 08.06.12.24
05.12.18.21 28.12.07.39
02.01.01.06 14.02.08.30
22.07.15.56 03.08.21.47
29.03.09.44 28.08.22.15
12.04.23.05 02.08.19.34
14.02.21.05 28.10.08.41
23.07.14.46 23.08.08.04
30.09.21.33 27.12.10.03
07.07.17.25 14.12.14.45
14.06.09.55 04.10.01.18
02.11.11.09 09.11.10.48
12.10.13.55 27.12.23.01
09.09.17.30 16.10.00.53
04.09.13.47 17.11.06.59
10.06.15.30 20.08.17.17
11.03.06.24 16.03.06.16
21.04.11.45 03.07.19.31
05.10.08.11 14.12.03.10
30.06.04.30 27.11.12.21
04.10.07.57 04.12.18.37
25.01.00.22 08.10.19.09
02.10.09.23 26.10.02.13
04.10.10.16 07.12.07.43
01.03.14.43 11.08.09.33
12.07.19.19 16.11.15.41
16.02.16.10 05.05.13.10
09.11.01.16 09.12.09.45
19.01.17.08 01.07.00.25
07.11.13.25 20.12.11.24
07.07.21.20 14.07.14.01
23.10.18.34 19.12.08.01
29.06.08.28 20.10.22.21
15.08.12.35 18.11.10.23
27.02.02.39 25.08.16.10
23.09.08.18 23.11.03.10
24.02.12.36 14.12.17.44
04.03.03.43 18.11.10.21
07.08.22.12 23.10.11.51
15.01.19.10 20.02.10.25
12.07.08.50 26.09.09.07
01.03.23.52 18.03.21.21
02.11.18.11 24.11.18.10
04.08.08.48 09.11.11.32
01.07.19.05 15.08.11.57
29.05.23.46 27.06.23.26
28.02.22.45 25.12.20.28
19.11.22.07 27.12.19.04
18.10.03.29 24.12.22.54
13.03.16.18 18.10.14.13
17.12.01.04 20.12.16.59
15.06.02.09 30.11.21.53
25.05.02.00 28.05.02.56
30.05.16.09 15.06.17.35
14.04.10.00 02.12.11.15
14.11.22.54 12.12.01.07
17.04.10.17 29.07.20.43
06.06.03.53 03.12.02.41
23.10.10.20 18.12.10.53
03.09.12.13 28.12.00.53
22.10.06.17 20.11.17.55
17.09.04.53 25.10.07.40
02.09.03.21 16.12.18.24
07.01.13.25 16.11.16.09
16.12.13.08 23.12.08.43
18.01.23.18 20.03.02.54
16.04.03.42 03.05.02.16
11.04.02.34 10.12.01.02
17.05.23.34 18.11.21.25
05.06.13.24 16.11.10.46
23.08.01.12 17.12.00.08
01.02.00.12 02.09.02.04
16.11.09.41 05.12.23.50
07.07.17.54 14.11.16.17
30.09.07.34 09.11.18.05
13.11.14.20 02.12.06.49
15.02.04.33 30.09.07.27
30.03.08.10 10.04.02.57
10.10.13.16 17.11.23.58
30.03.04.27 06.06.22.28
17.11.08.51 30.12.01.14
10.07.13.24 09.08.19.50
21.09.02.57 02.12.02.57
09.02.02.06 17.10.08.22
19.03.05.06 28.06.04.45
01.02.05.16 26.11.09.33
11.03.02.29 16.09.23.29
11.07.21.45 27.12.16.22
01.10.23.22 17.11.20.27
26.10.10.26 25.12.04.38
08.10.23.29 22.12.22.42
17.08.21.56 01.10.04.28
11.11.22.49 18.12.09.23
22.10.00.10 28.11.21.14
08.12.01.19 27.12.01.42
09.01.14.08 05.09.07.13
05.04.00.01 24.05.08.10
27.11.03.25 12.12.17.31
09.07.05.15 12.08.23.01
28.07.11.25 04.11.16.58
21.05.01.33 22.05.06.12
30.08.18.45 29.10.06.04
03.02.09.48 03.10.16.12
04.08.23.11 09.09.10.18
01.12.01.23 15.12.02.02
27.12.09.40 30.12.20.20
04.10.10.58 07.11.22.33
11.03.01.14 09.12.19.57
26.09.14.44 07.10.01.27
20.12.11.29 30.12.23.45
10.05.10.03 22.08.07.13
04.05.04.39 06.09.01.35
08.09.13.53 30.09.13.01
05.08.17.25 25.10.15.13
28.06.12.04 25.10.12.01
08.03.04.13 27.05.01.38
02.11.23.40 08.12.00.50
18.11.15.09 15.12.15.07
02.08.21.10 11.08.11.07
28.11.08.42 03.12.00.30
17.01.19.11 25.10.21.56
08.08.07.43 02.11.09.40
26.10.09.21 20.12.20.03
01.12.00.36 19.12.20.22
11.08.15.21 01.10.14.03
08.05.01.30 21.09.08.13
15.01.21.55 15.10.09.23
13.12.20.31 19.12.14.46
06.02.13.32 07.08.09.41
06.10.18.22 27.12.00.32
02.01.05.12 20.05.21.58
22.03.20.15 07.12.16.43
13.10.21.39 02.11.18.25
29.12.01.32 30.12.00.21
08.01.19.00 05.07.23.40
17.08.04.40 10.12.21.53
28.01.08.51 30.03.14.48
12.06.15.34 15.08.17.32
10.02.12.02 22.10.19.36
03.10.10.22 18.10.05.52
12.08.10.00 10.10.12.54
06.04.01.32 05.06.21.18
16.12.19.10 20.12.16.04
23.04.07.43 28.05.10.15
04.05.14.18 07.06.16.41
01.03.16.06 08.05.06.38
15.09.03.19 13.12.14.46
20.08.19.08 16.12.13.19
30.07.12.42 18.12.16.33
18.01.23.17 20.12.01.41
23.12.18.51 28.12.14.09
09.11.11.15 08.12.18.54
06.04.08.52 06.04.19.15
22.11.20.44 02.12.04.11
11.04.17.00 26.12.01.19
12.03.01.10 17.06.16.06
07.05.17.31 25.08.00.39
12.11.23.43 02.12.07.47
12.08.19.42 11.10.16.51
28.09.15.31 27.11.02.33
02.08.07.55 17.08.23.39
02.09.17.23 03.10.14.33
29.11.21.05 15.12.07.27
05.05.06.35 23.09.11.44
18.02.06.52 17.08.23.56
18.08.22.35 20.12.07.21
19.07.23.35 26.10.10.25
29.11.07.44 17.12.16.46
07.12.15.00 18.12.08.57
03.06.14.55 08.12.06.09
05.07.19.17 17.10.06.54
07.11.21.28 28.12.02.36
27.08.14.53 26.09.08.06
21.10.03.09 02.11.02.59
17.12.00.40 24.12.09.45
18.03.07.54 21.07.14.09
24.06.19.22 19.07.11.33
01.06.16.03 18.12.15.41
14.12.20.45 17.12.12.35
15.04.06.27 28.04.22.58
06.09.05.27 06.10.23.36
11.01.09.31 11.11.15.44
21.08.22.10 20.12.07.13
24.05.08.48 23.12.01.35
10.01.04.35 05.04.01.56
19.09.00.14 22.09.05.26
08.07.12.05 24.08.08.24
17.08.08.30 18.08.19.07
02.09.20.02 07.10.02.52
16.10.04.52 07.11.14.44
07.06.13.20 04.08.04.54
13.04.12.06 12.07.00.38
28.01.10.21 07.12.16.48
08.07.16.37 10.09.16.34
08.11.15.54 23.11.12.13
16.09.16.15 24.12.05.12
03.01.22.38 26.09.17.53
14.11.13.28 15.12.14.39
20.11.05.51 03.12.11.52
20.05.21.02 15.07.17.54
01.06.12.02 15.10.04.53
28.10.18.46 17.12.14.59
07.02.12.06 08.10.04.39
20.08.15.45 30.08.13.02
24.09.03.55 15.11.00.48
06.12.22.00 15.12.16.00
03.08.20.03 07.11.10.47
30.05.12.47 30.07.07.11
01.02.15.51 21.05.09.43
03.05.09.51 22.11.20.05
10.08.11.30 30.12.16.31
06.11.11.15 23.12.15.02
09.08.23.21 12.10.05.37
28.12.18.37 30.12.17.04
25.11.01.28 30.11.02.47
05.11.09.18 24.11.05.13
24.11.04.51 24.12.06.25
02.06.11.10 15.11.09.17
12.05.19.07 18.11.08.57
09.09.18.33 29.09.13.46
01.03.18.34 16.05.12.50
28.10.12.24 28.11.08.44
06.04.19.45 19.07.04.20
25.11.14.53 25.12.00.52
28.07.22.49 10.12.04.27
28.01.08.13 24.04.01.12
25.01.16.26 22.12.05.16
19.07.04.09 07.09.12.56
20.11.05.56 22.12.13.53
24.11.16.13 12.12.09.38
15.06.23.10 10.09.16.37
20.10.03.51 08.11.18.36
23.02.07.18 22.03.02.28
24.04.12.27 26.10.19.49
24.03.21.25 23.08.00.16
10.02.20.28 16.03.04.00
08.11.12.45 19.12.19.19
16.01.14.29 18.09.13.22
19.09.10.08 19.11.14.23
25.04.08.38 30.08.20.22
07.06.09.44 17.08.20.54
01.06.21.26 22.09.17.09
18.08.14.18 07.11.19.45
12.04.15.02 12.11.04.36
05.01.09.31 23.06.06.01
18.10.04.36 10.11.18.53
27.05.02.17 19.10.16.30
25.08.00.35 18.11.17.55
04.12.10.34 20.12.18.04
23.11.13.40 24.12.23.55
02.02.09.22 01.08.01.02
23.11.14.56 21.12.07.14
07.02.18.37 09.04.08.43
22.07.06.31 29.10.18.28
09.07.19.24 01.11.10.50
29.05.04.05 06.11.10.43
20.11.12.19 24.11.07.52
01.09.00.31 21.10.11.56
26.10.10.02 21.11.19.42
15.11.14.05 28.11.01.32
05.02.18.14 20.10.04.32
23.09.21.54 17.11.18.59
27.01.06.49 13.06.02.30
08.10.11.28 22.12.00.42
19.06.06.31 09.11.08.50
28.04.06.42 13.12.09.39
11.11.16.11 22.12.19.25
29.05.03.22 20.06.02.57
02.11.16.23 16.12.07.13
26.02.02.07 18.04.14.34
25.09.23.35 29.09.18.52
12.07.01.56 10.11.22.52
03.06.15.13 15.08.15.36
24.10.03.13 10.12.21.46
27.12.21.15 30.12.08.40
20.07.23.42 24.09.04.14
24.09.19.39 13.11.04.39
22.10.05.01 28.12.05.36
20.10.04.40 15.12.07.53
08.05.11.40 14.09.16.34
08.03.00.21 14.11.19.45
11.05.03.25 23.05.05.43
07.05.22.00 27.12.00.20
11.04.02.17 26.08.02.01
26.12.14.38 27.12.07.22
03.05.09.47 18.11.18.46
12.04.03.36 29.09.07.46
05.01.00.19 10.04.03.23
19.04.10.08 01.10.08.06
08.02.18.56 27.12.06.25
11.11.16.43 14.12.05.42
20.04.21.06 23.08.03.16
07.04.18.55 04.10.01.07
05.01.17.48 17.05.02.26
13.11.17.39 22.11.21.50
12.09.20.55 12.10.06.27
04.05.23.43 29.10.20.46
03.11.14.49 20.11.20.05
09.12.05.57 12.12.08.39
02.05.03.17 06.11.13.20
07.10.04.05 22.12.01.42
19.04.07.29 02.08.05.35
16.03.07.32 27.06.15.57
28.03.11.25 14.06.13.57
24.08.20.30 14.10.18.52
